Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Lagoa De Pedras,240630,RN,Nordeste,FIOCRUZ/ASTRAZENECA,4320,2587,1733
Lagoa De Pedras,240630,RN,Nordeste,PFIZER/BIONTECH,4238,3339,899
Lagoa De Pedras,240630,RN,Nordeste,BUTANTAN/SINOVAC,3516,1879,1637
Lagoa De Pedras,240630,RN,Nordeste,JANSSEN,97,0,0
Lagoa De São Francisco,220557,PI,Nordeste,FIOCRUZ/ASTRAZENECA,4569,2703,1866
Lagoa De São Francisco,220557,PI,Nordeste,BUTANTAN/SINOVAC,1918,1013,905
Lagoa De São Francisco,220557,PI,Nordeste,PFIZER/BIONTECH,1639,1225,414
Lagoa De São Francisco,220557,PI,Nordeste,JANSSEN,115,0,0
Lagoa De Velhos,240640,RN,Nordeste,FIOCRUZ/ASTRAZENECA,1387,705,682
Lagoa De Velhos,240640,RN,Nordeste,BUTANTAN/SINOVAC,1280,693,587
Lagoa De Velhos,240640,RN,Nordeste,PFIZER/BIONTECH,931,633,298
Lagoa De Velhos,240640,RN,Nordeste,JANSSEN,36,0,0
Lagoa Do Barro Do Piauí,220556,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3952,2017,1935
Lagoa Do Barro Do Piauí,220556,PI,Nordeste,PFIZER/BIONTECH,2295,1384,911
Lagoa Do Barro Do Piauí,220556,PI,Nordeste,BUTANTAN/SINOVAC,2257,1296,961
Lagoa Do Barro Do Piauí,220556,PI,Nordeste,JANSSEN,70,0,0
Lagoa Do Carro,260845,PE,Nordeste,FIOCRUZ/ASTRAZENECA,8097,4352,3745
Lagoa Do Carro,260845,PE,Nordeste,PFIZER/BIONTECH,7752,5349,2403
Lagoa Do Carro,260845,PE,Nordeste,BUTANTAN/SINOVAC,6462,3387,3075
Lagoa Do Carro,260845,PE,Nordeste,JANSSEN,160,0,0
Lagoa Do Mato,210592,MA,Nordeste,FIOCRUZ/ASTRAZENECA,5961,3239,2722
Lagoa Do Mato,210592,MA,Nordeste,BUTANTAN/SINOVAC,3125,1635,1490
Lagoa Do Mato,210592,MA,Nordeste,PFIZER/BIONTECH,2219,1580,639
Lagoa Do Mato,210592,MA,Nordeste,JANSSEN,914,0,0
Lagoa Do Ouro,260860,PE,Nordeste,FIOCRUZ/ASTRAZENECA,6020,3268,2752
Lagoa Do Ouro,260860,PE,Nordeste,PFIZER/BIONTECH,4240,3004,1236
Lagoa Do Ouro,260860,PE,Nordeste,BUTANTAN/SINOVAC,4185,2318,1867
Lagoa Do Ouro,260860,PE,Nordeste,JANSSEN,75,0,0
Lagoa Do Piauí,220558,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2591,1450,1141
Lagoa Do Piauí,220558,PI,Nordeste,BUTANTAN/SINOVAC,1655,872,783
Lagoa Do Piauí,220558,PI,Nordeste,PFIZER/BIONTECH,1299,1109,190
Lagoa Do Piauí,220558,PI,Nordeste,JANSSEN,45,0,0
Lagoa Do Sítio,220559,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2624,1354,1270
Lagoa Do Sítio,220559,PI,Nordeste,PFIZER/BIONTECH,1844,1256,588
Lagoa Do Sítio,220559,PI,Nordeste,BUTANTAN/SINOVAC,1749,901,848
Lagoa Do Sítio,220559,PI,Nordeste,JANSSEN,92,0,0
Lagoa Do Tocantins,171195,TO,Norte,FIOCRUZ/ASTRAZENECA,1626,974,652
Lagoa Do Tocantins,171195,TO,Norte,BUTANTAN/SINOVAC,1007,515,492
Lagoa Do Tocantins,171195,TO,Norte,PFIZER/BIONTECH,594,567,27
Lagoa Do Tocantins,171195,TO,Norte,JANSSEN,57,0,0
Lagoa Dos Gatos,260870,PE,Nordeste,FIOCRUZ/ASTRAZENECA,7315,4596,2719
Lagoa Dos Gatos,260870,PE,Nordeste,PFIZER/BIONTECH,4711,3159,1552
Lagoa Dos Gatos,260870,PE,Nordeste,BUTANTAN/SINOVAC,4088,2139,1949
Lagoa Dos Gatos,260870,PE,Nordeste,JANSSEN,102,0,0
Lagoa Dos Patos,313730,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2138,1100,1038
Lagoa Dos Patos,313730,MG,Sudeste,BUTANTAN/SINOVAC,1573,811,762
Lagoa Dos Patos,313730,MG,Sudeste,PFIZER/BIONTECH,1413,976,437
Lagoa Dos Patos,313730,MG,Sudeste,JANSSEN,49,0,0
Lagoa Dos Três Cantos,431127,RS,Sul,FIOCRUZ/ASTRAZENECA,1196,673,523
Lagoa Dos Três Cantos,431127,RS,Sul,BUTANTAN/SINOVAC,914,460,454
Lagoa Dos Três Cantos,431127,RS,Sul,PFIZER/BIONTECH,659,383,276
Lagoa Dos Três Cantos,431127,RS,Sul,JANSSEN,46,0,0
Lagoa Dourada,313740,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6879,3646,3233
Lagoa Dourada,313740,MG,Sudeste,BUTANTAN/SINOVAC,5300,2714,2586
Lagoa Dourada,313740,MG,Sudeste,PFIZER/BIONTECH,4820,3609,1211
Lagoa Dourada,313740,MG,Sudeste,JANSSEN,206,0,0
Lagoa Formosa,313750,MG,Sudeste,FIOCRUZ/ASTRAZENECA,11184,6034,5150
Lagoa Formosa,313750,MG,Sudeste,BUTANTAN/SINOVAC,8788,4517,4271
Lagoa Formosa,313750,MG,Sudeste,PFIZER/BIONTECH,6193,4180,2013
Lagoa Formosa,313750,MG,Sudeste,JANSSEN,275,0,0
Lagoa Grande,260875,PE,Nordeste,FIOCRUZ/ASTRAZENECA,9732,5536,4196
Lagoa Grande,260875,PE,Nordeste,BUTANTAN/SINOVAC,8318,4902,3416
Lagoa Grande,260875,PE,Nordeste,PFIZER/BIONTECH,7474,6120,1354
Lagoa Grande,260875,PE,Nordeste,JANSSEN,190,0,0
Lagoa Grande,313753,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4448,2274,2174
Lagoa Grande,313753,MG,Sudeste,PFIZER/BIONTECH,3771,2482,1289
Lagoa Grande,313753,MG,Sudeste,BUTANTAN/SINOVAC,3356,1790,1566
Lagoa Grande,313753,MG,Sudeste,JANSSEN,129,0,0
Lagoa Grande Do Maranhão,210596,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2479,2137,342
Lagoa Grande Do Maranhão,210596,MA,Nordeste,BUTANTAN/SINOVAC,1812,1128,684
Lagoa Grande Do Maranhão,210596,MA,Nordeste,PFIZER/BIONTECH,346,345,1
Lagoa Grande Do Maranhão,210596,MA,Nordeste,JANSSEN,90,0,0
Lagoa Nova,240650,RN,Nordeste,FIOCRUZ/ASTRAZENECA,12516,6936,5580
Lagoa Nova,240650,RN,Nordeste,PFIZER/BIONTECH,6604,5038,1565
Lagoa Nova,240650,RN,Nordeste,BUTANTAN/SINOVAC,6272,3209,3063
Lagoa Nova,240650,RN,Nordeste,JANSSEN,378,1,0
Lagoa Real,291875,BA,Nordeste,FIOCRUZ/ASTRAZENECA,7600,4054,3546
Lagoa Real,291875,BA,Nordeste,BUTANTAN/SINOVAC,4660,2419,2241
Lagoa Real,291875,BA,Nordeste,PFIZER/BIONTECH,4086,2716,1370
Lagoa Real,291875,BA,Nordeste,JANSSEN,122,0,0
Lagoa Salgada,240660,RN,Nordeste,FIOCRUZ/ASTRAZENECA,4247,2203,2044
Lagoa Salgada,240660,RN,Nordeste,PFIZER/BIONTECH,3773,2633,1140
Lagoa Salgada,240660,RN,Nordeste,BUTANTAN/SINOVAC,3562,1835,1727
Lagoa Salgada,240660,RN,Nordeste,JANSSEN,145,0,0
Lagoa Santa,313760,MG,Sudeste,FIOCRUZ/ASTRAZENECA,29655,16762,12893
Lagoa Santa,313760,MG,Sudeste,BUTANTAN/SINOVAC,22628,12807,9821
Lagoa Santa,313760,MG,Sudeste,PFIZER/BIONTECH,20525,15407,5118
Lagoa Santa,313760,MG,Sudeste,JANSSEN,1188,0,0
Lagoa Santa,521225,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,926,472,454
Lagoa Santa,521225,GO,Centro-Oeste,PFIZER/BIONTECH,603,399,204
Lagoa Santa,521225,GO,Centro-Oeste,BUTANTAN/SINOVAC,549,273,276
Lagoa Santa,521225,GO,Centro-Oeste,JANSSEN,25,0,0
Lagoa Seca,250830,PB,Nordeste,FIOCRUZ/ASTRAZENECA,12184,6347,5837
Lagoa Seca,250830,PB,Nordeste,BUTANTAN/SINOVAC,12059,6345,5714
Lagoa Seca,250830,PB,Nordeste,PFIZER/BIONTECH,10050,7530,2520
Lagoa Seca,250830,PB,Nordeste,JANSSEN,474,0,0
Lagoa Vermelha,431130,RS,Sul,FIOCRUZ/ASTRAZENECA,17212,8793,8419
Lagoa Vermelha,431130,RS,Sul,PFIZER/BIONTECH,13501,8346,5155
Lagoa Vermelha,431130,RS,Sul,BUTANTAN/SINOVAC,8670,4361,4309
Lagoa Vermelha,431130,RS,Sul,JANSSEN,761,0,0
Lagoão,431125,RS,Sul,FIOCRUZ/ASTRAZENECA,4220,2151,2069
Lagoão,431125,RS,Sul,BUTANTAN/SINOVAC,1856,945,911
Lagoão,431125,RS,Sul,PFIZER/BIONTECH,1854,1130,724
Lagoão,431125,RS,Sul,JANSSEN,161,0,0
Lagoinha,352630,SP,Sudeste,BUTANTAN/SINOVAC,4193,1990,2203
Lagoinha,352630,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4088,1877,2211
Lagoinha,352630,SP,Sudeste,PFIZER/BIONTECH,2136,1061,1075
Lagoinha,352630,SP,Sudeste,JANSSEN,117,0,0
Lagoinha Do Piauí,220554,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1461,788,673
Lagoinha Do Piauí,220554,PI,Nordeste,BUTANTAN/SINOVAC,1195,610,585
Lagoinha Do Piauí,220554,PI,Nordeste,PFIZER/BIONTECH,648,482,166
Lagoinha Do Piauí,220554,PI,Nordeste,JANSSEN,56,0,0
Laguna,420940,SC,Sul,FIOCRUZ/ASTRAZENECA,31028,16036,14992
Laguna,420940,SC,Sul,PFIZER/BIONTECH,15535,10128,5407
Laguna,420940,SC,Sul,BUTANTAN/SINOVAC,15103,7826,7277
Laguna,420940,SC,Sul,JANSSEN,1507,0,0
Laguna Carapã,500525,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3834,2059,1775
Laguna Carapã,500525,MS,Centro-Oeste,BUTANTAN/SINOVAC,2895,1557,1338
Laguna Carapã,500525,MS,Centro-Oeste,PFIZER/BIONTECH,2024,1180,844
Laguna Carapã,500525,MS,Centro-Oeste,JANSSEN,597,0,0
Laje,291880,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5930,4467,1463
Laje,291880,BA,Nordeste,BUTANTAN/SINOVAC,5051,3083,1968
Laje,291880,BA,Nordeste,PFIZER/BIONTECH,3986,3971,15
Laje,291880,BA,Nordeste,JANSSEN,265,0,0
Laje Do Muriaé,330230,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,3849,2707,1142
Laje Do Muriaé,330230,RJ,Sudeste,BUTANTAN/SINOVAC,2304,1286,1018
Laje Do Muriaé,330230,RJ,Sudeste,PFIZER/BIONTECH,1207,1152,55
Laje Do Muriaé,330230,RJ,Sudeste,JANSSEN,120,0,0
Lajeado,171200,TO,Norte,FIOCRUZ/ASTRAZENECA,1877,991,886
Lajeado,171200,TO,Norte,BUTANTAN/SINOVAC,1460,764,696
Lajeado,171200,TO,Norte,PFIZER/BIONTECH,738,646,92
Lajeado,171200,TO,Norte,JANSSEN,45,0,0
Lajeado,431140,RS,Sul,FIOCRUZ/ASTRAZENECA,47715,24354,23361
Lajeado,431140,RS,Sul,BUTANTAN/SINOVAC,37547,20553,16994
Lajeado,431140,RS,Sul,PFIZER/BIONTECH,31249,20766,10483
Lajeado,431140,RS,Sul,JANSSEN,2377,4,1
Lajeado Do Bugre,431142,RS,Sul,FIOCRUZ/ASTRAZENECA,1441,737,704
Lajeado Do Bugre,431142,RS,Sul,PFIZER/BIONTECH,1031,632,399
Lajeado Do Bugre,431142,RS,Sul,BUTANTAN/SINOVAC,960,491,469
Lajeado Do Bugre,431142,RS,Sul,JANSSEN,65,0,0
Lajeado Grande,420945,SC,Sul,FIOCRUZ/ASTRAZENECA,960,500,460
Lajeado Grande,420945,SC,Sul,BUTANTAN/SINOVAC,723,364,359
Lajeado Grande,420945,SC,Sul,PFIZER/BIONTECH,558,355,203
Lajeado Grande,420945,SC,Sul,JANSSEN,59,0,0
Lajeado Novo,210598,MA,Nordeste,FIOCRUZ/ASTRAZENECA,3136,1678,1458
Lajeado Novo,210598,MA,Nordeste,BUTANTAN/SINOVAC,2254,1254,1000
Lajeado Novo,210598,MA,Nordeste,PFIZER/BIONTECH,1798,1554,244
Lajeado Novo,210598,MA,Nordeste,JANSSEN,68,0,0
Lajedão,291890,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2542,1396,1146
Lajedão,291890,BA,Nordeste,BUTANTAN/SINOVAC,2204,1204,1000
Lajedão,291890,BA,Nordeste,PFIZER/BIONTECH,1653,1276,377
Lajedão,291890,BA,Nordeste,JANSSEN,99,0,0
Lajedinho,291900,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2647,1406,1241
Lajedinho,291900,BA,Nordeste,PFIZER/BIONTECH,1264,943,321
Lajedinho,291900,BA,Nordeste,BUTANTAN/SINOVAC,1128,583,545
Lajedinho,291900,BA,Nordeste,JANSSEN,25,0,0
Lajedo,260880,PE,Nordeste,FIOCRUZ/ASTRAZENECA,21622,11296,10326
Lajedo,260880,PE,Nordeste,PFIZER/BIONTECH,18358,11870,6488
Lajedo,260880,PE,Nordeste,BUTANTAN/SINOVAC,15200,8123,7077
Lajedo,260880,PE,Nordeste,JANSSEN,392,0,0
Lajedo Do Tabocal,291905,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4576,2540,2036
Lajedo Do Tabocal,291905,BA,Nordeste,BUTANTAN/SINOVAC,2906,1570,1336
Lajedo Do Tabocal,291905,BA,Nordeste,PFIZER/BIONTECH,2138,1610,528
Lajedo Do Tabocal,291905,BA,Nordeste,JANSSEN,105,0,0
Lajes,240670,RN,Nordeste,FIOCRUZ/ASTRAZENECA,4940,3012,1928
Lajes,240670,RN,Nordeste,PFIZER/BIONTECH,3734,3276,458
Lajes,240670,RN,Nordeste,BUTANTAN/SINOVAC,3458,1779,1679
Lajes,240670,RN,Nordeste,JANSSEN,529,0,0
Lajes Pintadas,240680,RN,Nordeste,FIOCRUZ/ASTRAZENECA,3262,1821,1441
Lajes Pintadas,240680,RN,Nordeste,BUTANTAN/SINOVAC,2661,1380,1281
Lajes Pintadas,240680,RN,Nordeste,PFIZER/BIONTECH,1911,1212,699
Lajes Pintadas,240680,RN,Nordeste,JANSSEN,121,0,0
Lajinha,313770,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8651,5224,3427
Lajinha,313770,MG,Sudeste,BUTANTAN/SINOVAC,6433,3635,2798
Lajinha,313770,MG,Sudeste,PFIZER/BIONTECH,5729,4876,853
Lajinha,313770,MG,Sudeste,JANSSEN,355,0,0
Lamarão,291910,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3730,2296,1434
Lamarão,291910,BA,Nordeste,BUTANTAN/SINOVAC,2293,1331,962
Lamarão,291910,BA,Nordeste,PFIZER/BIONTECH,1875,1590,285
Lamarão,291910,BA,Nordeste,JANSSEN,43,0,0
Lambari,313780,MG,Sudeste,FIOCRUZ/ASTRAZENECA,12903,7377,5526
Lambari,313780,MG,Sudeste,PFIZER/BIONTECH,7351,5168,2183
Lambari,313780,MG,Sudeste,BUTANTAN/SINOVAC,7304,3901,3403
Lambari,313780,MG,Sudeste,JANSSEN,337,0,0
Lambari D'Oeste,510523,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4811,2551,2260
Lambari D'Oeste,510523,MT,Centro-Oeste,PFIZER/BIONTECH,1226,853,373
Lambari D'Oeste,510523,MT,Centro-Oeste,BUTANTAN/SINOVAC,827,414,413
Lambari D'Oeste,510523,MT,Centro-Oeste,JANSSEN,80,0,0
Lamim,313790,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2901,1514,1387
Lamim,313790,MG,Sudeste,PFIZER/BIONTECH,1569,988,581
Lamim,313790,MG,Sudeste,BUTANTAN/SINOVAC,1196,603,593
Lamim,313790,MG,Sudeste,JANSSEN,65,0,0
Landri Sales,220560,PI,Nordeste,FIOCRUZ/ASTRAZENECA,3239,1648,1591
Landri Sales,220560,PI,Nordeste,BUTANTAN/SINOVAC,2164,1109,1055
Landri Sales,220560,PI,Nordeste,PFIZER/BIONTECH,2044,1342,702
Landri Sales,220560,PI,Nordeste,JANSSEN,60,0,0
Lapa,411320,PR,Sul,FIOCRUZ/ASTRAZENECA,29748,15644,14104
Lapa,411320,PR,Sul,PFIZER/BIONTECH,19295,12594,6701
Lapa,411320,PR,Sul,BUTANTAN/SINOVAC,16637,8662,7975
Lapa,411320,PR,Sul,JANSSEN,1192,0,0
Lapão,291915,BA,Nordeste,FIOCRUZ/ASTRAZENECA,19132,11188,7944
Lapão,291915,BA,Nordeste,BUTANTAN/SINOVAC,5681,3369,2312
Lapão,291915,BA,Nordeste,PFIZER/BIONTECH,3681,3569,112
Lapão,291915,BA,Nordeste,JANSSEN,152,0,0
Laranja Da Terra,320316,ES,Sudeste,FIOCRUZ/ASTRAZENECA,7200,3759,3441
Laranja Da Terra,320316,ES,Sudeste,PFIZER/BIONTECH,5770,3500,2270
Laranja Da Terra,320316,ES,Sudeste,BUTANTAN/SINOVAC,4747,2454,2293
Laranja Da Terra,320316,ES,Sudeste,JANSSEN,441,0,0
Laranjal,313800,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5618,2777,2841
Laranjal,313800,MG,Sudeste,BUTANTAN/SINOVAC,2599,1309,1290
Laranjal,313800,MG,Sudeste,PFIZER/BIONTECH,1936,1318,618
Laranjal,313800,MG,Sudeste,JANSSEN,145,0,0
Laranjal,411325,PR,Sul,FIOCRUZ/ASTRAZENECA,3809,2149,1660
Laranjal,411325,PR,Sul,PFIZER/BIONTECH,1914,1411,503
Laranjal,411325,PR,Sul,BUTANTAN/SINOVAC,1831,975,856
Laranjal,411325,PR,Sul,JANSSEN,115,0,0
Laranjal Do Jari,160027,AP,Norte,FIOCRUZ/ASTRAZENECA,23820,13652,10168
Laranjal Do Jari,160027,AP,Norte,PFIZER/BIONTECH,16780,10216,6564
Laranjal Do Jari,160027,AP,Norte,BUTANTAN/SINOVAC,7454,3918,3536
Laranjal Do Jari,160027,AP,Norte,JANSSEN,374,0,0
Laranjal Paulista,352640,SP,Sudeste,FIOCRUZ/ASTRAZENECA,18183,9546,8637
Laranjal Paulista,352640,SP,Sudeste,BUTANTAN/SINOVAC,16982,8684,8298
Laranjal Paulista,352640,SP,Sudeste,PFIZER/BIONTECH,9635,5625,4010
Laranjal Paulista,352640,SP,Sudeste,JANSSEN,667,0,0
Laranjeiras,280360,SE,Nordeste,FIOCRUZ/ASTRAZENECA,13742,9556,4186
Laranjeiras,280360,SE,Nordeste,BUTANTAN/SINOVAC,5449,3210,2239
Laranjeiras,280360,SE,Nordeste,PFIZER/BIONTECH,5231,4625,606
Laranjeiras,280360,SE,Nordeste,JANSSEN,487,0,0
Laranjeiras Do Sul,411330,PR,Sul,FIOCRUZ/ASTRAZENECA,22160,11393,10767
Laranjeiras Do Sul,411330,PR,Sul,BUTANTAN/SINOVAC,11841,6179,5662
Laranjeiras Do Sul,411330,PR,Sul,PFIZER/BIONTECH,11213,7284,3929
Laranjeiras Do Sul,411330,PR,Sul,JANSSEN,1008,0,0
Lassance,313810,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4772,2585,2187
Lassance,313810,MG,Sudeste,BUTANTAN/SINOVAC,2349,1175,1174
Lassance,313810,MG,Sudeste,PFIZER/BIONTECH,2100,1438,662
Lassance,313810,MG,Sudeste,JANSSEN,80,0,0
Lastro,250840,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1747,870,877
Lastro,250840,PB,Nordeste,BUTANTAN/SINOVAC,1657,980,677
Lastro,250840,PB,Nordeste,PFIZER/BIONTECH,772,590,182
Lastro,250840,PB,Nordeste,JANSSEN,40,0,0
Laurentino,420950,SC,Sul,FIOCRUZ/ASTRAZENECA,4150,2144,2006
Laurentino,420950,SC,Sul,PFIZER/BIONTECH,3066,1932,1134
Laurentino,420950,SC,Sul,BUTANTAN/SINOVAC,2836,1454,1382
Laurentino,420950,SC,Sul,JANSSEN,318,0,0
Lauro De Freitas,291920,BA,Nordeste,FIOCRUZ/ASTRAZENECA,84350,47879,36471
Lauro De Freitas,291920,BA,Nordeste,PFIZER/BIONTECH,82023,59921,22102
Lauro De Freitas,291920,BA,Nordeste,BUTANTAN/SINOVAC,80929,46899,34030
Lauro De Freitas,291920,BA,Nordeste,JANSSEN,9724,0,0
Lauro Müller,420960,SC,Sul,FIOCRUZ/ASTRAZENECA,8705,4600,4105
Lauro Müller,420960,SC,Sul,PFIZER/BIONTECH,5763,3981,1782
Lauro Müller,420960,SC,Sul,BUTANTAN/SINOVAC,4668,2412,2256
Lauro Müller,420960,SC,Sul,JANSSEN,495,0,0
Lavandeira,171215,TO,Norte,FIOCRUZ/ASTRAZENECA,1285,743,542
Lavandeira,171215,TO,Norte,BUTANTAN/SINOVAC,726,373,353
Lavandeira,171215,TO,Norte,PFIZER/BIONTECH,233,225,8
Lavandeira,171215,TO,Norte,JANSSEN,28,0,0
Lavínia,352650,SP,Sudeste,BUTANTAN/SINOVAC,8177,4114,4063
Lavínia,352650,SP,Sudeste,FIOCRUZ/ASTRAZENECA,7804,3832,3972
Lavínia,352650,SP,Sudeste,PFIZER/BIONTECH,4338,2271,2067
Lavínia,352650,SP,Sudeste,JANSSEN,116,0,0
Lavras,313820,MG,Sudeste,FIOCRUZ/ASTRAZENECA,54488,31630,22858
Lavras,313820,MG,Sudeste,BUTANTAN/SINOVAC,41000,22820,18180
Lavras,313820,MG,Sudeste,PFIZER/BIONTECH,28952,24236,4716
Lavras,313820,MG,Sudeste,JANSSEN,1620,0,0
Lavras Da Mangabeira,230750,CE,Nordeste,FIOCRUZ/ASTRAZENECA,8556,4839,3717
Lavras Da Mangabeira,230750,CE,Nordeste,BUTANTAN/SINOVAC,7474,3713,3761
Lavras Da Mangabeira,230750,CE,Nordeste,PFIZER/BIONTECH,877,579,298
Lavras Da Mangabeira,230750,CE,Nordeste,JANSSEN,8,0,0
Lavras Do Sul,431150,RS,Sul,FIOCRUZ/ASTRAZENECA,6775,3619,3156
Lavras Do Sul,431150,RS,Sul,BUTANTAN/SINOVAC,2186,1124,1062
Lavras Do Sul,431150,RS,Sul,PFIZER/BIONTECH,1972,1111,861
Lavras Do Sul,431150,RS,Sul,JANSSEN,210,0,0
Lavrinhas,352660,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4093,2122,1971
Lavrinhas,352660,SP,Sudeste,BUTANTAN/SINOVAC,3480,1810,1670
Lavrinhas,352660,SP,Sudeste,PFIZER/BIONTECH,1863,1131,732
Lavrinhas,352660,SP,Sudeste,JANSSEN,186,0,0
Leandro Ferreira,313830,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1982,1131,851
Leandro Ferreira,313830,MG,Sudeste,BUTANTAN/SINOVAC,1291,734,557
Leandro Ferreira,313830,MG,Sudeste,PFIZER/BIONTECH,667,550,117
Leandro Ferreira,313830,MG,Sudeste,JANSSEN,60,0,0
Lebon Régis,420970,SC,Sul,FIOCRUZ/ASTRAZENECA,7004,3610,3394
Lebon Régis,420970,SC,Sul,PFIZER/BIONTECH,4275,2814,1461
Lebon Régis,420970,SC,Sul,BUTANTAN/SINOVAC,3687,1929,1758
Lebon Régis,420970,SC,Sul,JANSSEN,382,0,0
Leme,352670,SP,Sudeste,FIOCRUZ/ASTRAZENECA,58996,29803,29193
Leme,352670,SP,Sudeste,BUTANTAN/SINOVAC,58819,29914,28905
Leme,352670,SP,Sudeste,PFIZER/BIONTECH,37521,21542,15979
Leme,352670,SP,Sudeste,JANSSEN,2694,0,0
Leme Do Prado,313835,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3294,1808,1486
Leme Do Prado,313835,MG,Sudeste,PFIZER/BIONTECH,1433,973,460
Leme Do Prado,313835,MG,Sudeste,BUTANTAN/SINOVAC,1342,673,669
Leme Do Prado,313835,MG,Sudeste,JANSSEN,102,0,0
Lençóis,291930,BA,Nordeste,FIOCRUZ/ASTRAZENECA,5945,3071,2874
Lençóis,291930,BA,Nordeste,PFIZER/BIONTECH,3798,2774,1024
Lençóis,291930,BA,Nordeste,BUTANTAN/SINOVAC,3263,1778,1485
Lençóis,291930,BA,Nordeste,JANSSEN,118,0,0
Lençóis Paulista,352680,SP,Sudeste,FIOCRUZ/ASTRAZENECA,41521,21853,19668
Lençóis Paulista,352680,SP,Sudeste,BUTANTAN/SINOVAC,37879,19908,17971
Lençóis Paulista,352680,SP,Sudeste,PFIZER/BIONTECH,25833,14534,11299
Lençóis Paulista,352680,SP,Sudeste,JANSSEN,1871,0,0
Leoberto Leal,420980,SC,Sul,FIOCRUZ/ASTRAZENECA,2518,1337,1181
Leoberto Leal,420980,SC,Sul,PFIZER/BIONTECH,1612,939,673
Leoberto Leal,420980,SC,Sul,BUTANTAN/SINOVAC,1068,551,517
Leoberto Leal,420980,SC,Sul,JANSSEN,100,0,0
Leopoldina,313840,MG,Sudeste,FIOCRUZ/ASTRAZENECA,28073,16012,12061
Leopoldina,313840,MG,Sudeste,PFIZER/BIONTECH,21932,13531,8401
Leopoldina,313840,MG,Sudeste,BUTANTAN/SINOVAC,18328,9309,9019
Leopoldina,313840,MG,Sudeste,JANSSEN,1000,0,0
Leopoldo De Bulhões,521230,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4854,2485,2369
Leopoldo De Bulhões,521230,GO,Centro-Oeste,BUTANTAN/SINOVAC,2924,1559,1365
Leopoldo De Bulhões,521230,GO,Centro-Oeste,PFIZER/BIONTECH,2878,2050,828
Leopoldo De Bulhões,521230,GO,Centro-Oeste,JANSSEN,50,0,0
Leópolis,411340,PR,Sul,FIOCRUZ/ASTRAZENECA,3157,1598,1559
Leópolis,411340,PR,Sul,BUTANTAN/SINOVAC,1527,765,762
Leópolis,411340,PR,Sul,PFIZER/BIONTECH,1174,730,444
Leópolis,411340,PR,Sul,JANSSEN,61,0,0
Liberato Salzano,431160,RS,Sul,FIOCRUZ/ASTRAZENECA,3233,1642,1591
Liberato Salzano,431160,RS,Sul,BUTANTAN/SINOVAC,2944,1503,1441
Liberato Salzano,431160,RS,Sul,PFIZER/BIONTECH,1693,988,705
Liberato Salzano,431160,RS,Sul,JANSSEN,119,0,0
Liberdade,313850,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3547,1821,1726
Liberdade,313850,MG,Sudeste,BUTANTAN/SINOVAC,2192,1102,1090
Liberdade,313850,MG,Sudeste,PFIZER/BIONTECH,2080,1319,761
Liberdade,313850,MG,Sudeste,JANSSEN,127,0,0
Licínio De Almeida,291940,BA,Nordeste,FIOCRUZ/ASTRAZENECA,6804,3494,3310
Licínio De Almeida,291940,BA,Nordeste,BUTANTAN/SINOVAC,5341,2795,2546
Licínio De Almeida,291940,BA,Nordeste,PFIZER/BIONTECH,4166,2979,1187
Licínio De Almeida,291940,BA,Nordeste,JANSSEN,150,0,0
Lidianópolis,411342,PR,Sul,FIOCRUZ/ASTRAZENECA,3003,1515,1488
Lidianópolis,411342,PR,Sul,BUTANTAN/SINOVAC,1496,751,745
Lidianópolis,411342,PR,Sul,PFIZER/BIONTECH,1061,733,328
Lidianópolis,411342,PR,Sul,JANSSEN,279,0,0
Lima Campos,210600,MA,Nordeste,FIOCRUZ/ASTRAZENECA,7966,4220,3746
