Municipio,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Alagoinha,250050,PB,Nordeste,FIOCRUZ/ASTRAZENECA,5249,3724,1525
Alagoinha,250050,PB,Nordeste,BUTANTAN/SINOVAC,4047,2410,1637
Alagoinha,250050,PB,Nordeste,PFIZER/BIONTECH,2625,2625,0
Alagoinha,250050,PB,Nordeste,JANSSEN,237,0,0
Alagoinha,260060,PE,Nordeste,FIOCRUZ/ASTRAZENECA,10641,6666,3975
Alagoinha,260060,PE,Nordeste,BUTANTAN/SINOVAC,3445,1856,1589
Alagoinha,260060,PE,Nordeste,PFIZER/BIONTECH,2101,2058,43
Alagoinha,260060,PE,Nordeste,JANSSEN,90,0,0
Alagoinha Do Piauí,220025,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2909,2198,711
Alagoinha Do Piauí,220025,PI,Nordeste,BUTANTAN/SINOVAC,2144,1244,900
Alagoinha Do Piauí,220025,PI,Nordeste,PFIZER/BIONTECH,1070,1064,6
Alagoinha Do Piauí,220025,PI,Nordeste,JANSSEN,133,0,0
Alagoinhas,290070,BA,Nordeste,FIOCRUZ/ASTRAZENECA,46868,31994,14874
Alagoinhas,290070,BA,Nordeste,BUTANTAN/SINOVAC,36640,20976,15664
Alagoinhas,290070,BA,Nordeste,PFIZER/BIONTECH,19505,19137,368
Alagoinhas,290070,BA,Nordeste,JANSSEN,1856,0,0
Alambari,350075,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2802,1805,997
Alambari,350075,SP,Sudeste,BUTANTAN/SINOVAC,2801,1496,1305
Alambari,350075,SP,Sudeste,PFIZER/BIONTECH,1025,1013,12
Alambari,350075,SP,Sudeste,JANSSEN,171,0,0
Albertina,310140,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1489,1030,459
Albertina,310140,MG,Sudeste,BUTANTAN/SINOVAC,1037,582,455
Albertina,310140,MG,Sudeste,PFIZER/BIONTECH,455,455,0
Albertina,310140,MG,Sudeste,JANSSEN,45,0,0
Alcântara,210020,MA,Nordeste,FIOCRUZ/ASTRAZENECA,24649,13986,10663
Alcântara,210020,MA,Nordeste,BUTANTAN/SINOVAC,2917,1696,1221
Alcântara,210020,MA,Nordeste,PFIZER/BIONTECH,519,519,0
Alcântaras,230050,CE,Nordeste,FIOCRUZ/ASTRAZENECA,4133,3215,918
Alcântaras,230050,CE,Nordeste,BUTANTAN/SINOVAC,3241,1948,1293
Alcântaras,230050,CE,Nordeste,PFIZER/BIONTECH,2102,2074,28
Alcântaras,230050,CE,Nordeste,JANSSEN,271,0,0
Alcantil,250053,PB,Nordeste,BUTANTAN/SINOVAC,2073,1216,857
Alcantil,250053,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1903,1400,503
Alcantil,250053,PB,Nordeste,PFIZER/BIONTECH,991,991,0
Alcantil,250053,PB,Nordeste,JANSSEN,98,0,0
Alcinópolis,500025,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2511,1502,1009
Alcinópolis,500025,MS,Centro-Oeste,PFIZER/BIONTECH,1660,1367,293
Alcinópolis,500025,MS,Centro-Oeste,BUTANTAN/SINOVAC,1522,775,747
Alcinópolis,500025,MS,Centro-Oeste,JANSSEN,299,0,0
Alcobaça,290080,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4812,4566,246
Alcobaça,290080,BA,Nordeste,BUTANTAN/SINOVAC,3985,2537,1448
Alcobaça,290080,BA,Nordeste,PFIZER/BIONTECH,48,48,0
Aldeias Altas,210030,MA,Nordeste,FIOCRUZ/ASTRAZENECA,5966,5034,932
Aldeias Altas,210030,MA,Nordeste,BUTANTAN/SINOVAC,4478,2598,1880
Aldeias Altas,210030,MA,Nordeste,JANSSEN,182,0,0
Aldeias Altas,210030,MA,Nordeste,PFIZER/BIONTECH,113,111,2
Alecrim,430030,RS,Sul,FIOCRUZ/ASTRAZENECA,4519,3064,1455
Alecrim,430030,RS,Sul,BUTANTAN/SINOVAC,2580,1300,1280
Alecrim,430030,RS,Sul,PFIZER/BIONTECH,669,584,85
Alecrim,430030,RS,Sul,JANSSEN,135,0,0
Alegre,320020,ES,Sudeste,FIOCRUZ/ASTRAZENECA,14464,8504,5960
Alegre,320020,ES,Sudeste,BUTANTAN/SINOVAC,11753,6346,5407
Alegre,320020,ES,Sudeste,PFIZER/BIONTECH,6975,6367,608
Alegre,320020,ES,Sudeste,JANSSEN,1021,0,0
Alegrete,430040,RS,Sul,FIOCRUZ/ASTRAZENECA,43255,26348,16907
Alegrete,430040,RS,Sul,BUTANTAN/SINOVAC,25221,13369,11852
Alegrete,430040,RS,Sul,PFIZER/BIONTECH,14470,13266,1204
Alegrete,430040,RS,Sul,JANSSEN,1750,0,0
Alegrete Do Piauí,220027,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1686,1252,434
Alegrete Do Piauí,220027,PI,Nordeste,BUTANTAN/SINOVAC,1319,749,570
Alegrete Do Piauí,220027,PI,Nordeste,PFIZER/BIONTECH,735,732,3
Alegrete Do Piauí,220027,PI,Nordeste,JANSSEN,80,0,0
Alegria,430045,RS,Sul,FIOCRUZ/ASTRAZENECA,2086,1384,702
Alegria,430045,RS,Sul,BUTANTAN/SINOVAC,1569,825,744
Alegria,430045,RS,Sul,PFIZER/BIONTECH,624,570,54
Alegria,430045,RS,Sul,JANSSEN,81,0,0
Além Paraíba,310150,MG,Sudeste,FIOCRUZ/ASTRAZENECA,11598,9817,1781
Além Paraíba,310150,MG,Sudeste,BUTANTAN/SINOVAC,9723,5310,4413
Além Paraíba,310150,MG,Sudeste,PFIZER/BIONTECH,2548,2548,0
Além Paraíba,310150,MG,Sudeste,JANSSEN,388,0,0
Alenquer,150040,PA,Norte,FIOCRUZ/ASTRAZENECA,28880,18478,10402
Alenquer,150040,PA,Norte,BUTANTAN/SINOVAC,5682,4504,1178
Alenquer,150040,PA,Norte,JANSSEN,530,0,0
Alenquer,150040,PA,Norte,PFIZER/BIONTECH,123,123,0
Alexandria,240050,RN,Nordeste,FIOCRUZ/ASTRAZENECA,10236,6666,3570
Alexandria,240050,RN,Nordeste,BUTANTAN/SINOVAC,6582,3662,2920
Alexandria,240050,RN,Nordeste,PFIZER/BIONTECH,3300,3175,125
Alexandria,240050,RN,Nordeste,JANSSEN,346,0,0
Alexânia,520030,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,14309,8921,5388
Alexânia,520030,GO,Centro-Oeste,BUTANTAN/SINOVAC,6720,3833,2887
Alexânia,520030,GO,Centro-Oeste,PFIZER/BIONTECH,5299,5284,15
Alexânia,520030,GO,Centro-Oeste,JANSSEN,477,0,0
Alfenas,310160,MG,Sudeste,FIOCRUZ/ASTRAZENECA,19729,17084,2645
Alfenas,310160,MG,Sudeste,BUTANTAN/SINOVAC,16211,8806,7405
Alfenas,310160,MG,Sudeste,PFIZER/BIONTECH,3496,3494,2
Alfenas,310160,MG,Sudeste,JANSSEN,77,0,0
Alfredo Chaves,320030,ES,Sudeste,FIOCRUZ/ASTRAZENECA,6097,3612,2485
Alfredo Chaves,320030,ES,Sudeste,BUTANTAN/SINOVAC,5781,3122,2659
Alfredo Chaves,320030,ES,Sudeste,PFIZER/BIONTECH,3476,3438,38
Alfredo Chaves,320030,ES,Sudeste,JANSSEN,528,0,0
Alfredo Marcondes,350080,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2721,1767,954
Alfredo Marcondes,350080,SP,Sudeste,BUTANTAN/SINOVAC,2376,1301,1075
Alfredo Marcondes,350080,SP,Sudeste,PFIZER/BIONTECH,692,606,86
Alfredo Marcondes,350080,SP,Sudeste,JANSSEN,79,0,0
Alfredo Vasconcelos,310163,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2928,1797,1131
Alfredo Vasconcelos,310163,MG,Sudeste,BUTANTAN/SINOVAC,1396,841,555
Alfredo Vasconcelos,310163,MG,Sudeste,PFIZER/BIONTECH,1267,1246,21
Alfredo Vasconcelos,310163,MG,Sudeste,JANSSEN,106,0,0
Alfredo Wagner,420070,SC,Sul,FIOCRUZ/ASTRAZENECA,4581,2793,1788
Alfredo Wagner,420070,SC,Sul,BUTANTAN/SINOVAC,2827,1614,1213
Alfredo Wagner,420070,SC,Sul,PFIZER/BIONTECH,2330,2197,133
Alfredo Wagner,420070,SC,Sul,JANSSEN,328,0,0
Algodão De Jandaíra,250057,PB,Nordeste,BUTANTAN/SINOVAC,906,536,370
Algodão De Jandaíra,250057,PB,Nordeste,FIOCRUZ/ASTRAZENECA,844,583,261
Algodão De Jandaíra,250057,PB,Nordeste,PFIZER/BIONTECH,468,468,0
Algodão De Jandaíra,250057,PB,Nordeste,JANSSEN,42,0,0
Alhandra,250060,PB,Nordeste,FIOCRUZ/ASTRAZENECA,5328,4461,867
Alhandra,250060,PB,Nordeste,BUTANTAN/SINOVAC,3023,1716,1307
Alhandra,250060,PB,Nordeste,PFIZER/BIONTECH,2521,2518,3
Alhandra,250060,PB,Nordeste,JANSSEN,304,0,0
Aliança,260070,PE,Nordeste,FIOCRUZ/ASTRAZENECA,15584,9788,5796
Aliança,260070,PE,Nordeste,BUTANTAN/SINOVAC,8593,5316,3277
Aliança,260070,PE,Nordeste,PFIZER/BIONTECH,6602,6416,186
Aliança,260070,PE,Nordeste,JANSSEN,271,0,0
Aliança Do Tocantins,170035,TO,Norte,FIOCRUZ/ASTRAZENECA,2212,1698,514
Aliança Do Tocantins,170035,TO,Norte,BUTANTAN/SINOVAC,2057,1204,853
Aliança Do Tocantins,170035,TO,Norte,PFIZER/BIONTECH,246,246,0
Aliança Do Tocantins,170035,TO,Norte,JANSSEN,96,0,0
Almadina,290090,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2785,1724,1061
Almadina,290090,BA,Nordeste,BUTANTAN/SINOVAC,1920,1033,887
Almadina,290090,BA,Nordeste,PFIZER/BIONTECH,856,856,0
Almadina,290090,BA,Nordeste,JANSSEN,35,0,0
Almas,170040,TO,Norte,FIOCRUZ/ASTRAZENECA,3675,2782,893
Almas,170040,TO,Norte,BUTANTAN/SINOVAC,1791,974,817
Almas,170040,TO,Norte,PFIZER/BIONTECH,153,148,5
Almas,170040,TO,Norte,JANSSEN,90,0,0
Almeirim,150050,PA,Norte,FIOCRUZ/ASTRAZENECA,13088,9359,3729
Almeirim,150050,PA,Norte,BUTANTAN/SINOVAC,3954,2886,1068
Almeirim,150050,PA,Norte,PFIZER/BIONTECH,3859,3846,13
Almeirim,150050,PA,Norte,JANSSEN,324,0,0
Almenara,310170,MG,Sudeste,FIOCRUZ/ASTRAZENECA,15271,10800,4471
Almenara,310170,MG,Sudeste,BUTANTAN/SINOVAC,11738,6637,5101
Almenara,310170,MG,Sudeste,PFIZER/BIONTECH,7655,7565,90
Almenara,310170,MG,Sudeste,JANSSEN,629,0,0
Almino Afonso,240060,RN,Nordeste,FIOCRUZ/ASTRAZENECA,2241,1507,734
Almino Afonso,240060,RN,Nordeste,BUTANTAN/SINOVAC,1809,964,845
Almino Afonso,240060,RN,Nordeste,PFIZER/BIONTECH,838,777,61
Almino Afonso,240060,RN,Nordeste,JANSSEN,74,0,0
Almirante Tamandaré,410040,PR,Sul,FIOCRUZ/ASTRAZENECA,38035,29353,8682
Almirante Tamandaré,410040,PR,Sul,PFIZER/BIONTECH,25308,25245,63
Almirante Tamandaré,410040,PR,Sul,BUTANTAN/SINOVAC,22733,13368,9365
Almirante Tamandaré,410040,PR,Sul,JANSSEN,4183,0,0
Almirante Tamandaré Do Sul,430047,RS,Sul,FIOCRUZ/ASTRAZENECA,1149,674,475
Almirante Tamandaré Do Sul,430047,RS,Sul,BUTANTAN/SINOVAC,774,432,342
Almirante Tamandaré Do Sul,430047,RS,Sul,PFIZER/BIONTECH,418,359,59
Almirante Tamandaré Do Sul,430047,RS,Sul,JANSSEN,48,0,0
Aloândia,520050,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1593,899,694
Aloândia,520050,GO,Centro-Oeste,BUTANTAN/SINOVAC,735,374,361
Aloândia,520050,GO,Centro-Oeste,PFIZER/BIONTECH,278,277,1
Aloândia,520050,GO,Centro-Oeste,JANSSEN,10,0,0
Alpercata,310180,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2998,2277,721
Alpercata,310180,MG,Sudeste,BUTANTAN/SINOVAC,2090,1115,975
Alpercata,310180,MG,Sudeste,PFIZER/BIONTECH,1107,1091,16
Alpercata,310180,MG,Sudeste,JANSSEN,112,0,0
Alpestre,430050,RS,Sul,FIOCRUZ/ASTRAZENECA,3611,2230,1381
Alpestre,430050,RS,Sul,BUTANTAN/SINOVAC,2364,1324,1040
Alpestre,430050,RS,Sul,PFIZER/BIONTECH,1128,1041,87
Alpestre,430050,RS,Sul,JANSSEN,147,0,0
Alpinópolis,310190,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8183,6018,2165
Alpinópolis,310190,MG,Sudeste,BUTANTAN/SINOVAC,5108,2721,2387
Alpinópolis,310190,MG,Sudeste,PFIZER/BIONTECH,2842,2840,2
Alpinópolis,310190,MG,Sudeste,JANSSEN,324,0,0
Alta Floresta,510025,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,20716,13822,6894
Alta Floresta,510025,MT,Centro-Oeste,BUTANTAN/SINOVAC,12606,7349,5257
Alta Floresta,510025,MT,Centro-Oeste,PFIZER/BIONTECH,9567,9539,28
Alta Floresta,510025,MT,Centro-Oeste,JANSSEN,1225,0,0
Alta Floresta D'Oeste,110001,RO,Norte,FIOCRUZ/ASTRAZENECA,8124,5454,2670
Alta Floresta D'Oeste,110001,RO,Norte,BUTANTAN/SINOVAC,6596,3608,2988
Alta Floresta D'Oeste,110001,RO,Norte,PFIZER/BIONTECH,4330,4329,1
Alta Floresta D'Oeste,110001,RO,Norte,JANSSEN,442,0,0
Altair,350090,SP,Sudeste,BUTANTAN/SINOVAC,1709,945,764
Altair,350090,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1653,962,691
Altair,350090,SP,Sudeste,PFIZER/BIONTECH,812,787,25
Altair,350090,SP,Sudeste,JANSSEN,114,0,0
Altamira,150060,PA,Norte,FIOCRUZ/ASTRAZENECA,50832,33916,16916
Altamira,150060,PA,Norte,BUTANTAN/SINOVAC,24468,13470,10998
Altamira,150060,PA,Norte,PFIZER/BIONTECH,6086,6053,33
Altamira,150060,PA,Norte,JANSSEN,1188,0,0
Altamira Do Maranhão,210040,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2604,2167,437
Altamira Do Maranhão,210040,MA,Nordeste,BUTANTAN/SINOVAC,1586,900,686
Altamira Do Maranhão,210040,MA,Nordeste,PFIZER/BIONTECH,565,564,1
Altamira Do Maranhão,210040,MA,Nordeste,JANSSEN,80,0,0
Altamira Do Paraná,410045,PR,Sul,FIOCRUZ/ASTRAZENECA,2386,1489,897
Altamira Do Paraná,410045,PR,Sul,BUTANTAN/SINOVAC,1095,584,511
Altamira Do Paraná,410045,PR,Sul,PFIZER/BIONTECH,759,754,5
Altamira Do Paraná,410045,PR,Sul,JANSSEN,35,0,0
Altaneira,230060,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2406,1600,806
Altaneira,230060,CE,Nordeste,BUTANTAN/SINOVAC,1758,895,863
Altaneira,230060,CE,Nordeste,PFIZER/BIONTECH,5,5,0
Alterosa,310200,MG,Sudeste,FIOCRUZ/ASTRAZENECA,9073,5489,3584
Alterosa,310200,MG,Sudeste,BUTANTAN/SINOVAC,4311,2405,1906
Alterosa,310200,MG,Sudeste,PFIZER/BIONTECH,2596,2453,143
Alterosa,310200,MG,Sudeste,JANSSEN,263,0,0
Altinho,260080,PE,Nordeste,FIOCRUZ/ASTRAZENECA,11933,7369,4564
Altinho,260080,PE,Nordeste,BUTANTAN/SINOVAC,5651,3000,2651
Altinho,260080,PE,Nordeste,PFIZER/BIONTECH,3905,3749,156
Altinho,260080,PE,Nordeste,JANSSEN,196,0,0
Altinópolis,350100,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8907,5594,3313
Altinópolis,350100,SP,Sudeste,BUTANTAN/SINOVAC,8677,4737,3940
Altinópolis,350100,SP,Sudeste,PFIZER/BIONTECH,2706,2606,100
Altinópolis,350100,SP,Sudeste,JANSSEN,381,0,0
Alto Alegre,140005,RR,Norte,BUTANTAN/SINOVAC,8864,4998,3866
Alto Alegre,140005,RR,Norte,FIOCRUZ/ASTRAZENECA,4085,3668,417
Alto Alegre,140005,RR,Norte,PFIZER/BIONTECH,690,690,0
Alto Alegre,140005,RR,Norte,JANSSEN,198,0,0
Alto Alegre,350110,SP,Sudeste,BUTANTAN/SINOVAC,2622,1353,1269
Alto Alegre,350110,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1958,1393,565
Alto Alegre,350110,SP,Sudeste,PFIZER/BIONTECH,581,581,0
Alto Alegre,350110,SP,Sudeste,JANSSEN,99,0,0
Alto Alegre,430055,RS,Sul,FIOCRUZ/ASTRAZENECA,885,489,396
Alto Alegre,430055,RS,Sul,BUTANTAN/SINOVAC,738,416,322
Alto Alegre,430055,RS,Sul,PFIZER/BIONTECH,423,362,61
Alto Alegre,430055,RS,Sul,JANSSEN,46,0,0
Alto Alegre Do Maranhão,210043,MA,Nordeste,FIOCRUZ/ASTRAZENECA,8708,7148,1560
Alto Alegre Do Maranhão,210043,MA,Nordeste,BUTANTAN/SINOVAC,3963,2162,1801
Alto Alegre Do Maranhão,210043,MA,Nordeste,PFIZER/BIONTECH,1391,1390,1
Alto Alegre Do Maranhão,210043,MA,Nordeste,JANSSEN,186,0,0
Alto Alegre Do Pindaré,210047,MA,Nordeste,FIOCRUZ/ASTRAZENECA,12231,8142,4089
Alto Alegre Do Pindaré,210047,MA,Nordeste,BUTANTAN/SINOVAC,6963,3887,3076
Alto Alegre Do Pindaré,210047,MA,Nordeste,PFIZER/BIONTECH,2517,2515,2
Alto Alegre Do Pindaré,210047,MA,Nordeste,JANSSEN,255,0,0
Alto Alegre Dos Parecis,110037,RO,Norte,FIOCRUZ/ASTRAZENECA,3958,2711,1247
Alto Alegre Dos Parecis,110037,RO,Norte,BUTANTAN/SINOVAC,3142,1746,1396
Alto Alegre Dos Parecis,110037,RO,Norte,PFIZER/BIONTECH,2935,2915,20
Alto Alegre Dos Parecis,110037,RO,Norte,JANSSEN,241,0,0
Alto Araguaia,510030,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,7537,5274,2263
Alto Araguaia,510030,MT,Centro-Oeste,BUTANTAN/SINOVAC,4131,2304,1827
Alto Araguaia,510030,MT,Centro-Oeste,PFIZER/BIONTECH,2364,2351,13
Alto Araguaia,510030,MT,Centro-Oeste,JANSSEN,601,0,0
Alto Bela Vista,420075,SC,Sul,FIOCRUZ/ASTRAZENECA,1153,695,458
Alto Bela Vista,420075,SC,Sul,BUTANTAN/SINOVAC,885,469,416
Alto Bela Vista,420075,SC,Sul,PFIZER/BIONTECH,359,358,1
Alto Bela Vista,420075,SC,Sul,JANSSEN,61,0,0
Alto Boa Vista,510035,MT,Centro-Oeste,BUTANTAN/SINOVAC,2430,1374,1056
Alto Boa Vista,510035,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1574,1024,550
Alto Boa Vista,510035,MT,Centro-Oeste,PFIZER/BIONTECH,598,596,2
Alto Boa Vista,510035,MT,Centro-Oeste,JANSSEN,254,0,0
Alto Caparaó,310205,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1956,1415,541
Alto Caparaó,310205,MG,Sudeste,BUTANTAN/SINOVAC,1662,939,723
Alto Caparaó,310205,MG,Sudeste,PFIZER/BIONTECH,1080,1073,7
Alto Caparaó,310205,MG,Sudeste,JANSSEN,76,0,0
Alto Do Rodrigues,240070,RN,Nordeste,FIOCRUZ/ASTRAZENECA,6131,4111,2020
Alto Do Rodrigues,240070,RN,Nordeste,BUTANTAN/SINOVAC,3615,2035,1580
Alto Do Rodrigues,240070,RN,Nordeste,PFIZER/BIONTECH,2820,2691,129
Alto Do Rodrigues,240070,RN,Nordeste,JANSSEN,235,0,0
Alto Feliz,430057,RS,Sul,FIOCRUZ/ASTRAZENECA,1707,1135,572
Alto Feliz,430057,RS,Sul,BUTANTAN/SINOVAC,739,409,330
Alto Feliz,430057,RS,Sul,PFIZER/BIONTECH,421,421,0
Alto Feliz,430057,RS,Sul,JANSSEN,91,0,0
Alto Garças,510040,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4922,3234,1688
Alto Garças,510040,MT,Centro-Oeste,BUTANTAN/SINOVAC,3074,1856,1218
Alto Garças,510040,MT,Centro-Oeste,PFIZER/BIONTECH,2209,2206,3
Alto Garças,510040,MT,Centro-Oeste,JANSSEN,368,0,0
Alto Horizonte,520055,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2927,1959,968
Alto Horizonte,520055,GO,Centro-Oeste,PFIZER/BIONTECH,1399,1399,0
Alto Horizonte,520055,GO,Centro-Oeste,BUTANTAN/SINOVAC,1352,843,509
Alto Horizonte,520055,GO,Centro-Oeste,JANSSEN,114,0,0
Alto Jequitibá,315350,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3905,2584,1321
Alto Jequitibá,315350,MG,Sudeste,BUTANTAN/SINOVAC,2631,1518,1113
Alto Jequitibá,315350,MG,Sudeste,PFIZER/BIONTECH,1384,1383,1
Alto Jequitibá,315350,MG,Sudeste,JANSSEN,112,0,0
Alto Longá,220030,PI,Nordeste,FIOCRUZ/ASTRAZENECA,5660,3403,2257
Alto Longá,220030,PI,Nordeste,BUTANTAN/SINOVAC,3874,2280,1594
Alto Longá,220030,PI,Nordeste,PFIZER/BIONTECH,2295,2295,0
Alto Longá,220030,PI,Nordeste,JANSSEN,161,0,0
Alto Paraguai,510050,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3590,2337,1253
Alto Paraguai,510050,MT,Centro-Oeste,BUTANTAN/SINOVAC,1923,1050,873
Alto Paraguai,510050,MT,Centro-Oeste,PFIZER/BIONTECH,795,786,9
Alto Paraguai,510050,MT,Centro-Oeste,JANSSEN,230,0,0
Alto Paraíso,110040,RO,Norte,FIOCRUZ/ASTRAZENECA,5963,4025,1938
Alto Paraíso,110040,RO,Norte,BUTANTAN/SINOVAC,4451,2632,1819
Alto Paraíso,110040,RO,Norte,PFIZER/BIONTECH,2094,2090,4
Alto Paraíso,110040,RO,Norte,JANSSEN,393,0,0
Alto Paraíso,412862,PR,Sul,FIOCRUZ/ASTRAZENECA,1895,1370,525
Alto Paraíso,412862,PR,Sul,BUTANTAN/SINOVAC,1156,679,477
Alto Paraíso,412862,PR,Sul,PFIZER/BIONTECH,323,323,0
Alto Paraíso,412862,PR,Sul,JANSSEN,75,0,0
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3854,2428,1426
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,BUTANTAN/SINOVAC,2028,1120,908
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,PFIZER/BIONTECH,1331,1331,0
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,JANSSEN,50,0,0
Alto Paraná,410060,PR,Sul,FIOCRUZ/ASTRAZENECA,6400,4634,1766
Alto Paraná,410060,PR,Sul,BUTANTAN/SINOVAC,3914,2183,1731
Alto Paraná,410060,PR,Sul,PFIZER/BIONTECH,2506,2505,1
Alto Paraná,410060,PR,Sul,JANSSEN,409,0,0
Alto Parnaíba,210050,MA,Nordeste,FIOCRUZ/ASTRAZENECA,3902,2871,1031
Alto Parnaíba,210050,MA,Nordeste,BUTANTAN/SINOVAC,2484,1621,863
Alto Parnaíba,210050,MA,Nordeste,PFIZER/BIONTECH,783,781,2
Alto Parnaíba,210050,MA,Nordeste,JANSSEN,77,0,0
Alto Piquiri,410070,PR,Sul,FIOCRUZ/ASTRAZENECA,4592,2943,1649
Alto Piquiri,410070,PR,Sul,BUTANTAN/SINOVAC,3070,1722,1348
Alto Piquiri,410070,PR,Sul,PFIZER/BIONTECH,1686,1686,0
Alto Piquiri,410070,PR,Sul,JANSSEN,254,0,0
Alto Rio Doce,310210,MG,Sudeste,FIOCRUZ/ASTRAZENECA,6078,4425,1653
Alto Rio Doce,310210,MG,Sudeste,BUTANTAN/SINOVAC,3310,1799,1511
Alto Rio Doce,310210,MG,Sudeste,PFIZER/BIONTECH,1277,1271,6
Alto Rio Doce,310210,MG,Sudeste,JANSSEN,127,0,0
Alto Rio Novo,320035,ES,Sudeste,BUTANTAN/SINOVAC,2231,1224,1007
Alto Rio Novo,320035,ES,Sudeste,FIOCRUZ/ASTRAZENECA,2188,1927,261
Alto Rio Novo,320035,ES,Sudeste,PFIZER/BIONTECH,905,905,0
Alto Rio Novo,320035,ES,Sudeste,JANSSEN,277,0,0
Alto Santo,230070,CE,Nordeste,FIOCRUZ/ASTRAZENECA,3670,2744,926
Alto Santo,230070,CE,Nordeste,BUTANTAN/SINOVAC,3333,1713,1620
Alto Santo,230070,CE,Nordeste,PFIZER/BIONTECH,732,726,6
Alto Santo,230070,CE,Nordeste,JANSSEN,11,0,0
Alto Taquari,510060,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3279,2357,922
Alto Taquari,510060,MT,Centro-Oeste,PFIZER/BIONTECH,2664,2663,1
Alto Taquari,510060,MT,Centro-Oeste,BUTANTAN/SINOVAC,2040,1283,757
Alto Taquari,510060,MT,Centro-Oeste,JANSSEN,259,0,0
Altônia,410050,PR,Sul,FIOCRUZ/ASTRAZENECA,10603,6769,3834
Altônia,410050,PR,Sul,BUTANTAN/SINOVAC,6653,3694,2959
Altônia,410050,PR,Sul,PFIZER/BIONTECH,3459,3432,27
Altônia,410050,PR,Sul,JANSSEN,442,0,0
Altos,220040,PI,Nordeste,FIOCRUZ/ASTRAZENECA,15878,11903,3975
Altos,220040,PI,Nordeste,BUTANTAN/SINOVAC,9119,5336,3783
Altos,220040,PI,Nordeste,PFIZER/BIONTECH,4987,4970,17
Altos,220040,PI,Nordeste,JANSSEN,601,0,0
Alumínio,350115,SP,Sudeste,FIOCRUZ/ASTRAZENECA,7070,5249,1821
Alumínio,350115,SP,Sudeste,BUTANTAN/SINOVAC,6949,4160,2789
Alumínio,350115,SP,Sudeste,PFIZER/BIONTECH,2743,2741,2
Alumínio,350115,SP,Sudeste,JANSSEN,506,0,0
Alvarães,130002,AM,Norte,FIOCRUZ/ASTRAZENECA,5907,4337,1570
Alvarães,130002,AM,Norte,BUTANTAN/SINOVAC,3477,1835,1642
Alvarães,130002,AM,Norte,JANSSEN,175,0,0
Alvarães,130002,AM,Norte,PFIZER/BIONTECH,12,12,0
Alvarenga,310220,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2510,1981,529
Alvarenga,310220,MG,Sudeste,BUTANTAN/SINOVAC,1229,626,603
Alvarenga,310220,MG,Sudeste,PFIZER/BIONTECH,616,615,1
Alvarenga,310220,MG,Sudeste,JANSSEN,92,0,0
Álvares Florence,350120,SP,Sudeste,BUTANTAN/SINOVAC,2369,1278,1091
Álvares Florence,350120,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1972,1281,691
Álvares Florence,350120,SP,Sudeste,PFIZER/BIONTECH,603,562,41
Álvares Florence,350120,SP,Sudeste,JANSSEN,78,0,0
Álvares Machado,350130,SP,Sudeste,BUTANTAN/SINOVAC,12600,7018,5582
Álvares Machado,350130,SP,Sudeste,FIOCRUZ/ASTRAZENECA,11078,7448,3630
Álvares Machado,350130,SP,Sudeste,PFIZER/BIONTECH,3890,3886,4
Álvares Machado,350130,SP,Sudeste,JANSSEN,583,0,0
Álvaro De Carvalho,350140,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3328,2814,514
